voice 73db / noise 68db / ring 75db
voice 64db / noise 62db / ring 75db
photo
red on black
blue on white
grey on black
pink on white
yellow on white
blue on grey
chrome on grey
red/white
monochrome
chrome
arte black
black/copper
blue/gold
ice
pink and lime
white (front panel)/ black
fuchsia
blue (back panel)
black and cyan
light charcoal
voice 67db / noise 65db / ring 72db
voice 74db / noise 75db / ring 83db
voice 74db / noise 72db / ring 78db
voice 66db / noise 62db / ring 64db
voice 66db / noise 64db / ring 66db
aluminum
petrolblue
lime
gloss black
matt white
white/copper
gloss blue
gloss steel
cool grey
silver/white
peacock blue and purple
steel dark
silver light
amethyst violet
noise 72.6db / crosstalk 71.6db
voice 66db / noise 66db / ring 69db
polished blue
polished copper
iron
black steel
desert sand
onyx/black
opal/white
topaz/blue
cintrine/gold
traditional black
banana yellow
voice 66db / noise 66db / ring 66db
voice 70db / noise 69db / ring 66db
contrast ratio: 746:1 (nominal)
bright red
bright green
night shade
white silver
mid blue
plum red
golden light
aqua
contrast ratio: 955 (nominal) / 1.178:1 (sunlight)
contrast ratio: 938:1 (nominal) / 1.911:1 (sunlight)
rose red
sand white
white and black
dark cyan
light purple
light mint
warm gray
meteor black
voice 73db / noise 68db / ring 73db
voice 75db / noise 72db / ring 75db
voice 74db / noise 72db / ring 75db
nordic blue
voice 75db / noise 66db / ring 77db
warm grey
golden khaki
autumn green
beach pink
all black
lime green
petrol blue
aluminum grey
pink/black
aluminium grey
black illuvial
white illuvial
white/orange
black/aluminium grey
black lilac
white lilac
white/ grey
frosty metal
mahogany brown
chalk white
copper brown
metal grey aluminium
golden aluminium
black aluminium
white aluminium
mocca
ultramarine blue
ruby red
full black
bronze black
white steel
grey steel
zodium black
topaz brown
amethyst purple
white edition
silver black
red and copper yellow
mocha
night
lake blue
charcoal grey
glacier
lagoon blue
so peach
sun
pure black
ice gray
red (at&t exclusive)
green (at&t)
bright orange
magenta
black and white
bright yellow
white (front)/ black
yellow (back)
cyan/black
canvas white
seal grey
petrol black
bronze
cobalt blue
cocoa brown
indigo black
glossy white
quartz
cherry black
nokia oro light
nokia oro dark
forest
glossy green
orange black
matt dark grey
voice 70db / noise 65db / ring 71db
voice 78db / noise 75db / ring 82db
cloudy blue
dark metal
azure
yellow green
amethyst
dark steel
silver steel
ultra blue
granite gray
pine green
lake green
cloud white
dark purple
dynamic black
mystery blue
fancy white
pearl blue
sunlight orange
glowing black
glowing blue
mystery black
glowing green
soybean meal
stardust silver
garnet red
fantasy white
electric black
fancy blue
moonlight black
mint cream
glowing gold
mirror black
dazzling white
stream white
fairy white
ink black
fluid black
fantastic purple
rainbow blue
dazzling green
silk gold
glazing blue
neon
classic silver
navy black
prism black
sunset orange
glowing purple
mist black
aqua green
dazzling purple
starry purple
ice flame blue
mica green
ice jade white
fluorite purple
marine green
vanilla mint
lightening black
unicorn white
metallic white
cosmo blue
glowing starry black
glowing rainbow silver
sunset blue
dreamy blue
meteorite black
aurora silver
moon rock grey
fantasy purple
flourite purple
marble green
jewelry white
thunder black
aurora green
dynamic orange
magic blue
cosmic black
dawnlight gold
rainbow spectrum
bold gold
sunrise red
twilight blue
jade green
astro black
astral black
moonlit purple
cream gold
misty pink
sleek black
bordeaux red
ocean
lamborghini edition
galactic silver
cosmic mocha
mars edition
photographer edition
startrails blue
blue (eco leather)
light brown
silver green
black carbon
blue flame
moonshadow gray; glacier blue
jade black
celadon marble
dark chrome
morning white
cyber ​​metal
fantasy forest
polar sunshine
blue/red
champagne
hot red
star purple
fantasy pink
dream mirror red
nebula
radiant mist
ambient blue
ocean green
pink mist
coral orange
inspiration edition
mist pink
electric purple
gundam edition
aurora purple europe star purple
extreme night black
bead white china
silvery grey
ice blue
glossy purple
wave green
rock grey
palm green
coral purple
luminous black
sunset pink
sky white
starry night blue
sunrise
auroral blue
starry night
galactic blue
silky white
dew white
galactic silver (fantasy silver)
black (starry black)
starry dream
blue breeze
astral blue
star wish red
stellar black
rainbow silver
majestic gold
diwali edition
arctic blue
lunar grey
stary black
red (new year edition)
champagne silver
league of legends
rainbow
shimmer gold
shimmer black
glazed green
glazed black
house of the dragon
orange sunset
black ( black)
dawn gold (sunrise gold)
pink gradient
mocha red
dark r
hyper gold
cocacola edition
dark r black
hyper
dash blue
black (glory black)
sunrise gold (glory gold)
sunrise beige
oasis green
purple dawn
woodland green
sunny oasis
black rock
submarine blue
navigator beige
explorer red
pioneer green
diamond red
diamond blue
radiant blue
nitro blue
lightning purple
crystal purple
chroma white
crystal red
comet blue
comet white
lightning blue
lightning orange
lightning red
white milk
green tea
blue soda
eclipse black
lunar white
mist blue
mist white
baltic blue (mist blue)
mirror blue
mirror silver
polar blue
glory silver
victory blue
cyber silver
cyber black
supersonic blue
supersonic black
infinite blue
infinite black
punk black
illuminating yellow
sunburst gold
stargaze white
starry glow
azure glow
sunrise blue
free fire limited edition
soulful blue
rocking black
pepper grey
cool blue
marine blue
power blue
power silver
seagull silver
diamond sapphire
diamond ruby
cool gray
iron grey
cross black
cross blue
water blue
water gray
metal gray
frozen blue
blazing red
volcano grey shade
bamboo green
stripe blue
stripe black
light silver
sandy gold
night sea
champion gold
mighty black
sun shower
rainy night
rainforest
purple nebula
black milky way
feather green
gold/black
apricot
plain black (asphalt black)
silverstone white (sprint white)
le mans blue (nitro blue)
naruto edition
shade black
drifting white
dash yellow
neo black
neo blue
neo green
paper white
paper green
steel black
pulse white
booster black
starry oasis
just white
that white
that green
so blue
so white
white knight
black ninja
racing blue
racing silver
sword black
blade silver
laser black
laser blue
speed blue
speed black
hyper blue
hyper black
oxygen blue
oxygen green
mars orange
stellar green
olive green
prime black
prime blue
phoenix red
peacock green
parrot blue
light green
leather gray
electric yellow
ambitious black
brave blue
fiery gold
steam white
punk blue
pearl green
neptune blue
red master edition
gray master edition
jungle green
ice silver
polar
moss green
rust red
light speed silver
galaxy white
mercury silver
asteroid black
milky way
iridescent (fantasy)
aerolite black (mystic black)
skyline white
black/blue
voice 69db / noise 64db / ring 71db
voice 81db / noise 75db / ring 82db
black and bronze
voice 74db / noise 67db / ring 76db
espresso brown
sweet pink
chic white
wine red
apple green
voice 74db / noise 66db / ring 77db
voice 66db / noise 65db / ring 66db
voice 68db / noise 65db / ring 73db
voice 66db / noise 66db / ring 75db
voice 73db / noise 69db / ring 74db
voice 69db / noise 73db / ring 84db
voice 66db / noise 65db / ring 77db
voice 70db / noise 66db / ring 73db
titan grey
cream white
prism cube black
prism cube sliver
prism cube blue
peach
dark red
brave black
optimistic blue
magical blue
personality yellow
blue gradient
fantasy blue
black sky
gold sand
blue mist
peach cloud
prism crush black
prism crush white
prism crush green
prism crush violet2
prism crush blue
prism crush red
awesome black
awesome white
awesome blue
awesome violet
iceblue
prism crush silver
prism dot black
prism dot white
prism dot gray
prism crush pink
prism cube white
prism cube pink
prism bricks blue
awesome purple
awesome mint
lemon
lavender
daybreak black
seawater blue
cocktail orange
peach mist
blue mist and peach cloud
prism bricks black
orchid grey
angel gold
ghost white
pinkblue
yellowpink
caviar black
lemonade blue
bubblegum pink
la fleur
iris charcoal
classic white
hugo boss edition
sleek silver
frosted gold
scuba blue
gray silver
maple leaf
powder rose
metallic blue
ceramic blue
jade purple
opal green
sea green
celestial black
waterfall blue
sunrise copper
nightsky green
ash black
groovy violet
jazzy green
denim black
denim blue
mystic green
fusion black
fusion blue
fusion green
meteor blue
laser green
laser gray
cosmos black
martian green
astro blue
mocha gray
oatmeal beige
wild orange
orchid gray
gray (verizon)
black (sprint)
shimmery white
dark brown
blue black
lavender pink
sea glass green
shadow blue
stone blue
piano black
attractive black
elegant blue
trendy emerald green
orange copper
stardust brown
raven black
opal black
iceberg blue
mirage black
mirage blue
slate black
prism silver
icy blue
blazing black
plum purple
merlot red
rose gold black
rose gold white
frosted white
bronze gold
blossom pink
blue coral
gold platinum
silver titanium
carbon blue
ruby wine
aura glow
aura white
aura black
aura pink
aura red
aura blue
mystic bronze
mystic gray
mystic red
mystic black
mystic white
black sapphire
silver titan
white pearl
maple gold
star pink
metallic copper
luxury brown
black and grey
pebble blue
burgundy red
black night
prism white
prism green
prism blue
canary yellow
flamingo pink
cardinal red
smoke blue
crown silver
majestic black
royal gold
cosmic grey
cloud blue
cloud pink
cloud lavender
cloud mint
cloud navy
cloud red
cloud orange
phantom gray
phantom white
phantom violet
phantom pink
olive
phantom titanium
phantom navy
phantom brown
phantom gold
cream
bora purple
indigo
tangerine
bmw m edition
marble grey
cobalt violet
amber yellow
sandstone orange
titanium violet
titanium yellow
titanium green
titanium orange
dive blue
white frost
black mist
copper gold
camo green
electric blue and copper gold
shimmering white
glam red
blue topaz
green emerald
black pearl
coral blue
arctic silver
tungsten gold
lilac purple
sunrise gold
polaris blue
titan gray
metallic gray
white / changeable back covers in pearly white
dark black
fruity orange
bubblegum pink and silver platter
mirror purple
mirror gold
thom browne edition
mystic grey
bespoke edition
wooyoungmi edition
dream white
aston martin racing edition
graygreen
beige
noble black
silver on black
black edition
black and gold
urban grey
orange flare
sapphire black
aurora red (at&t only)
purple mirage
brown autumn
pink twilight
black mist (i9506)/ arctic blue
red aurora
black (shve330s)
gray steel
satin pink
voice 77db / noise 70db / ring 77db
ebony gray
elegant pink
voice 76db / noise 78db / ring 84db
pewter gray
raspberry pink
rose black
voice 73db / noise 0db / ring 0db
voice 75db / noise 75db / ring 77db
voice 75db / noise 72db / ring 77db
yellow/black
white/la fleur edition
voice 71db / noise 67db / ring 76db
voice 75db / noise 68db / ring 82db
voice 74db / noise 69db / ring 75db
voice 75db / noise 66db / ring 76db
mystic purple
platinum red
platinum blue
voice 69db / noise 66db / ring 71db
valentine pink
lafleur edition
steel grey
dark silver
black/brown
mirror lake green
frosted black
frosted gray
frosted purple
khaki green
berry blue
sage green
ecru white
sakura
ceramic
rouge
yellow (single sim model only)
white with silver
white with gold
classic black
serene black
white/ exchangeable bottom caps in white
lime gold
universe black
mineral black
forest blue
luminous chrome
sea black
bronze pink
rosso
venus pink
moonlit blue
horizon blue
twilight pink
liquid black
liquid silver
ash pink
chrome black
chrome silver
optic blue
lava orange
samurai black
feather white
white (bmw m branding)
legendary white (bmw m branding)
volcano orange
tornado black
quantum silver
legend
solid ice
storm black
monster orange
pilot edition
alpha
phoenix orange
legend (white w/ bmw m branding)
dark cruise
fusion
sunset sierra
legend (bmw m branding)
dark nova
cyber rage
interstellar black
frost blue
fearless flame
dark storm
aurora white
iceland aurora
black/dark blue
fiery red
conqueror black
ace black
cyber blue
arctic dawn
mystic
cyber grid
dynamo black
chromatic blue
lumina blue
mystic night
phantom dusk
legion sky
norway blue
tropical blue
metallic grey
brushed green
graphene blue
skyline blue
cosmic green
ice black
fancy sky
midsummer dream
icelandic blue
star black
streamer secret
silver moon
galaxy
starry sky
ice dawn
turbo black
turbo cyan
rainbow fantasy
gravity black
lavender glow
nitro blaze
velocity wave
moon black
dune gold
glimmer black
aurora gold
cosmic blue
cystal flake
crimson bliss
celestial green
blaze blue
supernova red
glamour red
frozen black
admiral blue
glacier ice white
ocean black
blue fog
black brilliant
blue pearl
crystal sky
mystic silver/sleek silver
piano black/gleam black
crystal white
sunset melody
jazz
moonlight sonata
dusk blue
sunset dazzle
diamond flare
roman black
sunset jazz
dark pearl
sunshine gold
stardust black
sunshine coast (sunshine gold)
moonlight shadow ( blue)
elegant black
surfing blue
sailing blue
flowing gold
glory black
lively green
himalayan blue
purple fairy
majestic red
forest black
ice creek blue
artistic red
artistic blue
bloom white
waving aqua
leather purple
leather orange
velvet red
silk blue
crown gold
energetic blue
infinite red
pearl black
rhombic purple
startrail blue
black/gold
night purple
magic night
symphony summer
rainbow shadow
glaze black
shimmer blue
emperor blue
aurora dawn
urban blue
black; other colors
breeze blue
legendary black
vibrant blue
fluorite black
sunset gold
gem green
metal black
twilight gold
purple orchid
breeze green
mineral blue
mysterious black (phantom black)
ice blue (glacier blue)
drizzling gold
peach pink
glitter purple
magnetic black
spring white
olive black
dawn white
purist blue
desert gold
black diamond
saffron delight
diamond glow
starlite blue
metaverse green
summer cyan
white/gray
burgundy black
satin purple
garden green
glitter aqua
peach powder (pink)
jade red
dazzle blue
moonstone white
midday dream
dawn gold
agate black
aqua glitter
vibrant gold
iris blue
titanium sapphire
crystal symphony
jazzy blue
dreamy white
shiny black
gray coral
blue purple
black green
orange shimmer
black engine
dream glow
prism magic
slate grey
moonlight shadow
dancing waves
glowing galaxy
cosmic aurora
flare black
dreamy gold
sunset red
zixia red
aurora red
enamel blue
hyun red
enamel black
black gold limited edition
aurora special edition
sonic blue
sonic black
dream powder
millenium pink
aurora illusion
bamboo forest night
holographic illusion
jade blue
ice age
interstellar silver
aurora black
truffle black (vinyl black)
bubblegum blue (jazz blue)
peach pink (tuscany coral)
snowflake white (diamond dazzle)
purple mist
pearl
meteorite gray
moonlight white
celestial blue
lite green
lite pink
flora green
mountain blue
lite blue
ceramic flora green
shadow black
iceberg grey
gulf blue
streamer purple
lightning black
armor gray
star silver
sky cloud black
pale grey
misty grey
hello kitty
coral green
twilight grey
peach gold
cosmic gray
solstice grey
transparent edition
orange/peach
lunar silver
pearl gray
rose gold beach
special edition blue
boba black (vinyl black)
truffle black
citrus yellow
ceramic white (cosmic white)
ceramic black (cosmic black)
celestial silver
frosty white
black/yellow
black/pink
black (transparent back)
transparent black
lavender violet
onyx grey
red flame
kind of gray
not just blue
more than white
forbidden city blue
dream blue
shadow gray
power black
poco yellow
country green
neon blue
cyber gray
predator black
gunmetal silver
nebula green
knight silver
cyber yellow
brick red
pitch black
slate blue
out of the blue
green and greener
two shades of black
pitch black (greyish black)
slate blue (mostly blue)
galactic black
orion blue
atlantis blue
matrix purple
stargaze black
wave blue
metal bronze
jaguar black
wildcat blue
supernova green
martian orange
steel blue
rosso red
armored edition with kevlar
chinese red
metallic gray/ blue
yellow panels
pebble white
caribbean green
sporty orange
astral white
bifrost blue
pink/blue
playful green
flashy black
peppy purple
polar silver
moonstone silver
pastel blue
clover green
startrail green
startrail silver
classic gold
lunar red
morning blue
gem red
gem blue
sunset purple
metallic purple
electric green
sunrise flare
carbon gray ( black)
sky blue (sea blue)
ocean green (nature green)
sunshine yellow
nature green
forest green (olive green)
star blue (lake blue)
summer honey
bruce lee yellow
amg
mercedes amg
quick silver
champion black
lamborgini green
lamborgini yellow
shadow black (onyx gray)
frost white (pebble white)
aqua green (lake green)
nighttime blue
onyx gray
gradient bronze
vintage bronze
glacial blue
dark night
sea blue (ocean blue)
(frost white) pebble white
chromium white
star blue
mysterious black
milky way blue
gray (stealth black)
polar white (phantom white)
timeless purple
thunder purple
cosmic white
aquamarine blue
stardust white
frosted green
mystique blue
frosted blue (sky blue)
onyx black ( black)
stardust purple
trend edition
harry potter edition
black (stealth black)
ocean teal
prism gold
ocean sunset
aurora purple (coral purple)
black (fushion black)
moonlight white (fushion white)
fushion purple
hatsune miku
sakura powder
nebula red
astro white
twilight orange
starscape blue
moonshadow grey
tropical green
interstellar gray
red/mint
nightfall black
daybreak purple
mesmerising blue
stunning black
harry potter
bold red
